doc_id,word,n,tf,idf,tf_idf
A32837,cent,35,0.03945885005636979,0.49643688631389105,0.01958882865951092
A32837,usurer,10,0.011273957158962795,1.5260563034950492,0.01720469338776831
A32837,usurers,8,0.009019165727170236,1.0560526742493137,0.009524714085675885
A32837,barbadoss,3,0.0033821871476888386,2.03688192726104,0.006889115875741962
A32837,objection,10,0.011273957158962795,0.49643688631389105,0.005596808188431691
A32837,planters,3,0.0033821871476888386,1.5260563034950492,0.005161408016330493
A32837,richest,3,0.0033821871476888386,1.5260563034950492,0.005161408016330493
A32837,plantations,4,0.004509582863585118,1.0560526742493137,0.0047623570428379424
A32837,qualifications,2,0.002254791431792559,2.03688192726104,0.004592743917161308
A32837,lender's,3,0.0033821871476888386,1.3437347467010947,0.0045447623901953595
A32837,improvement,3,0.0033821871476888386,1.1895840668738364,0.00402339594207611
A32837,territory,3,0.0033821871476888386,1.1895840668738364,0.00402339594207611
A32837,barbadoes,2,0.002254791431792559,1.749199854809259,0.003944080845116706
A32837,gradual,2,0.002254791431792559,1.749199854809259,0.003944080845116706
A32837,securities,2,0.002254791431792559,1.749199854809259,0.003944080845116706
A32837,surplusage,2,0.002254791431792559,1.749199854809259,0.003944080845116706
A32837,usurer's,2,0.002254791431792559,1.749199854809259,0.003944080845116706
