doc_id,word,n,tf,idf,tf_idf
A32833,plantations,88,0.005454996280684354,1.0560526742493137,0.005760763410236772
A32833,abatement,53,0.00328539548723035,1.1895840668738364,0.003908254124988429
A32833,cent,94,0.0058269278452764695,0.49643688631389105,0.002892701916284761
A32833,poor,107,0.0066327795685593854,0.3022808718729337,0.002004962390925112
A32833,usury,41,0.0025415323580461197,0.7375989431307791,0.0018746315812274948
A32833,newfoundland,16,9.918175055789735e-4,1.749199854809259,0.0017348870367560221
A32833,2dly,13,8.05851723282916e-4,2.03688192726104,0.0016414248112071362
A32833,pag,21,0.0013017604760724028,1.1895840668738364,0.0015485535212218303
A32833,english,101,0.00626084800396727,0.2451224580329849,0.0015346744521033645
A32833,barbadoes,14,8.678403173816018e-4,1.749199854809259,0.0015180261571615193
A32833,planting,14,8.678403173816018e-4,1.749199854809259,0.0015180261571615193
A32833,planters,14,8.678403173816018e-4,1.5260563034950492,0.0013243731867673375
A32833,laws,84,0.005207041904289611,0.2451224580329849,0.001276362910660224
A32833,thrive,10,6.198859409868585e-4,2.03688192726104,0.0012626344701593356
A32833,improvement,17,0.0010538060996776594,1.1895840668738364,0.0012535909457510055
