doc_id,word,n,tf,idf,tf_idf
A93819,key,29,0.029352226720647773,1.749199854809259,0.05134291071808554
A93819,stairs,23,0.02327935222672065,1.749199854809259,0.04072023953503336
A93819,lion,17,0.01720647773279352,1.5260563034950492,0.026258053805076755
A93819,wharf,8,0.008097165991902834,2.4423470353692043,0.019776089355216228
A93819,edmond,6,0.006072874493927126,3.1354942159291497,0.019041462849772164
A93819,wiseman,9,0.009109311740890687,2.03688192726104,0.018554592454807044
A93819,thames,8,0.008097165991902834,1.749199854809259,0.014163561577402908
A93819,defendant,12,0.012145748987854251,1.0560526742493137,0.012826550699384378
A93819,surveyors,4,0.004048582995951417,3.1354942159291497,0.012694308566514776
A93819,wharfige,4,0.004048582995951417,3.1354942159291497,0.012694308566514776
A93819,enrolled,6,0.006072874493927126,2.03688192726104,0.012369728303204697
A93819,wharves,6,0.006072874493927126,2.03688192726104,0.012369728303204697
A93819,keys,6,0.006072874493927126,1.749199854809259,0.010622671183052181
A93819,defendants,4,0.004048582995951417,2.4423470353692043,0.009888044677608114
A93819,billingsgate,3,0.003036437246963563,3.1354942159291497,0.009520731424886082
A93819,planking,3,0.003036437246963563,3.1354942159291497,0.009520731424886082
A93819,prosecutors,3,0.003036437246963563,3.1354942159291497,0.009520731424886082
