doc_id,word,n,tf,idf,tf_idf
A06790,monster,34,0.007983094623150975,2.4423470353692043,0.019497487485924617
A06790,dragon,25,0.005869922517022775,1.5260563034950492,0.00895783225813013
A06790,maketh,52,0.012209438835407373,0.6505875661411494,0.007943309095876913
A06790,moon,15,0.003521953510213665,2.03688192726104,0.007173803453607796
A06790,tail,14,0.003287156609532754,1.749199854809259,0.00574989386412999
A06790,ass,11,0.002582765907490021,1.749199854809259,0.004517773750387849
A06790,sweet,10,0.0023479690068091102,1.749199854809259,0.004107067045807136
A06790,causeth,28,0.006574313219065508,0.5705448584676129,0.003750940605093487
A06790,leaguors,5,0.0011739845034045551,3.1354942159291497,0.003681021620015438
A06790,smell,6,0.001408781404085466,2.4423470353692043,0.003440733085751403
A06790,feeding,11,0.002582765907490021,1.1895840668738364,0.003072417172015074
A06790,visions,4,9.391876027236441e-4,3.1354942159291497,0.0029448172960123502
A06790,hell,5,0.0011739845034045551,2.4423470353692043,0.0028672775714595027
A06790,daughter,9,0.002113172106128199,1.3437347467010947,0.0028395427847639943
A06790,trees,9,0.002113172106128199,1.3437347467010947,0.0028395427847639943
