doc_id,word,n,tf,idf,tf_idf
A06789,moneys,115,0.013392337253988588,0.6505875661411494,0.00871288809901388
A06789,starlin,29,0.0033771980901362523,2.4423470353692043,0.008248289743298814
A06789,monies,40,0.0046582042622569,1.0560526742493137,0.004919309068355951
A06789,exchange,166,0.019331547688366136,0.2451224580329849,0.004738596486954174
A06789,realm,43,0.005007569581926168,0.9382696385929302,0.004698450501862816
A06789,commodities,162,0.018865727262140444,0.2451224580329849,0.00462441343907576
A06789,shillings,58,0.006754396180272505,0.5705448584676129,0.0038536860127077618
A06789,doller,15,0.0017468265983463375,2.03688192726104,0.003558079528230535
A06789,enhancing,22,0.002562012344241295,1.1895840668738364,0.003047729063843531
A06789,price,86,0.010015139163852336,0.3022808718729337,0.003027384998378048
A06789,stivers,18,0.002096191918015605,1.3437347467010947,0.0028167259159915807
A06789,pence,40,0.0046582042622569,0.5705448584676129,0.0026577144915225946
A06789,albeit,18,0.002096191918015605,1.1895840668738364,0.0024935965067810705
A06789,cloth,56,0.00652148596715966,0.3629054936893685,0.002366683084500365
A06789,hundreth,15,0.0017468265983463375,1.3437347467010947,0.0023472715966596507
