doc_id,word,n,tf,idf,tf_idf
A32839,india,87,0.02122468894852403,0.3022808718729337,0.0064158174805916636
A32839,tuns,22,0.005367162722615272,1.1895840668738364,0.006384691259142328
A32839,seamen,25,0.006099048548426446,0.9382696385929302,0.005722552077292817
A32839,protestant,11,0.002683581361307636,2.03688192726104,0.005466138375182104
A32839,arg,9,0.0021956574774335204,2.4423470353692043,0.005362557530695984
A32839,bengall,7,0.0017077335935594047,2.4423470353692043,0.004170878079430209
A32839,company,86,0.02098072700658697,0.19105523676270922,0.004008477765697242
A32839,charter,17,0.004147353012929983,0.9382696385929302,0.0038913354125591154
A32839,regulated,10,0.0024396194193705783,1.5260563034950492,0.003722996593059403
A32839,answ,11,0.002683581361307636,1.1895840668738364,0.003192345629571164
A32839,silk,26,0.006343010490363503,0.49643688631389105,0.0031489043776924044
A32839,suratt,4,9.758477677482313e-4,3.1354942159291497,0.0030597650314019512
A32839,legitimate,5,0.0012198097096852891,2.4423470353692043,0.0029791986281644356
A32839,european,6,0.001463771651622347,1.749199854809259,0.002560429160491719
A32839,bantam,5,0.0012198097096852891,2.03688192726104,0.0024846083523555017
