doc_id,word,n,tf,idf,tf_idf
wealth,labor,1011,0.007895723345100122,2.4423470353692043,0.0192840965040007
wealth,capital,657,0.005131048702008685,1.3437347467010947,0.0068947684279046205
wealth,revenue,691,0.005396582424791478,1.0560526742493137,0.005699075301507886
wealth,expense,561,0.004381306425916091,1.0560526742493137,0.004626890367794391
wealth,system,181,0.0014135765830495767,3.1354942159291497,0.004432261199924839
wealth,productive,175,0.0013667176907937897,3.1354942159291497,0.004285335414291972
wealth,produce,945,0.007380275530286464,0.5705448584676129,0.004210778257879278
wealth,rent,495,0.0038658586111024336,1.0560526742493137,0.004082550324524463
wealth,century,155,0.0012105213832744994,3.1354942159291497,0.003795582795515746
wealth,tax,513,0.004006435287869795,0.9382696385929302,0.003759116589595555
wealth,frequently,377,0.002944300396738621,1.1895840668738364,0.003502492840050579
wealth,britain,373,0.002913061135234763,1.1895840668738364,0.003465331112304684
wealth,colonies,327,0.0025538096279403956,1.3437347467010947,0.0034316427335233045
wealth,annual,320,0.002499140920308644,1.3437347467010947,0.0033581824915212763
wealth,british,135,0.0010543250757552092,3.1354942159291497,0.003305830176739521
